TweetsAgo,Target,User,Date,Positive,Neutral,Negative,Compound,Text
64,CBSNews,CBS News,2017-12-02 16:55:02+00:00,0.1,0.9,0.0,0.25,"Proponents claim the Senate GOP tax plan would ""directly benefit"" all Americans, but how people would actually make… https://t.co/WDsQyA4T6H"
63,CBSNews,CBS News,2017-12-02 17:15:01+00:00,0.0,1.0,0.0,0.0,"This week, archaeologists unearthed part of one of the 21 sphinxes Cecil B. DeMille left behind after wrapping up f… https://t.co/rqTCpaOVux"
62,CBSNews,CBS News,2017-12-02 17:19:32+00:00,0.0,0.808,0.192,-0.6124,"NEW: President Trump speaks out on Michael Flynn, says he ""had to fire General Flynn because he lied to the Vice Pr… https://t.co/weVVAfOlHo"
61,CBSNews,CBS News,2017-12-02 17:35:01+00:00,0.0,1.0,0.0,0.0,"Tax reform bill: What's in the final version passed by the Senate early Saturday?
https://t.co/sbbMrAuxAE https://t.co/FQEPeIog5l"
60,CBSNews,CBS News,2017-12-02 17:55:01+00:00,0.12,0.788,0.091,0.1779,Missing Florida teenager who police said was with 27-year-old high school soccer coach has been found safe in New Y… https://t.co/88bxQJBDCM
59,CBSNews,CBS News,2017-12-02 18:15:01+00:00,0.0,0.754,0.246,-0.7351,"President Trump says he fired Michael Flynn because he lied to VP Pence and  FBI, insists there's ""nothing to hide""… https://t.co/ZPMroHl24z"
58,CBSNews,CBS News,2017-12-02 18:35:00+00:00,0.198,0.802,0.0,0.5719,"Andy Weir, the author of ""The Martian,"" is happy to remain an ""earthbound misfit""
https://t.co/Ka9b8nU6wq https://t.co/Mb4VFsySTC"
57,CBSNews,CBS News,2017-12-02 18:55:02+00:00,0.131,0.777,0.092,0.2023,An FBI agent suspected of sending anti-Trump texts has been removed from special counsel Robert Mueller's team… https://t.co/dSPLShCTBY
56,CBSNews,CBS News,2017-12-02 19:35:01+00:00,0.0,1.0,0.0,0.0,"For more than 20 years, the band Spoon has been a staple of the indie rock circuit, blending rock, pop and punk:… https://t.co/C6pRhJVjWB"
55,CBSNews,CBS News,2017-12-02 19:55:01+00:00,0.0,1.0,0.0,0.0,The White House is finalizing plans for President Trump to announce that the U.S. will recognize Jerusalem as the c… https://t.co/eRtoIxExIv
54,CBSNews,CBS News,2017-12-02 20:15:01+00:00,0.0,1.0,0.0,0.0,More than 200 pounds of unclaimed contraband bologna was seized at U.S.-Mexico border this week:… https://t.co/uFHL9ZxYr4
53,CBSNews,CBS News,2017-12-02 20:35:01+00:00,0.138,0.862,0.0,0.4939,A British police officer has been praised for grabbing hold of a van as it dangled on an icy bridge over a highway… https://t.co/th3z6BUIbj
52,CBSNews,CBS News,2017-12-02 20:55:21+00:00,0.115,0.885,0.0,0.3818,"""We are focused on delivering a newscast powered by reporting and writing that will get to the heart of the issues… https://t.co/nSvY7XD3Yh"
51,CBSNews,CBS News,2017-12-02 21:15:01+00:00,0.0,0.884,0.116,-0.2732,South Carolina State basketball player Tyvoris Solomon collapsed during game and was taken to the hospital:… https://t.co/WlV8m4iMa8
50,CBSNews,CBS News,2017-12-02 21:35:02+00:00,0.0,1.0,0.0,0.0,"A 70-year-old retirement community resident made ricin and tested the deadly toxin on her neighbors, investigators… https://t.co/LtGvbzCNWE"
49,CBSNews,CBS News,2017-12-02 21:58:04+00:00,0.0,0.849,0.151,-0.5994,A siren blared across Hawaii for the first time since the end of the Cold War in an effort to prepare tourists and… https://t.co/Mr1JCcGSWO
48,CBSNews,CBS News,2017-12-02 22:18:29+00:00,0.186,0.814,0.0,0.4939,Bitcoin exchange Coinbase has been ordered to hand over customer data to IRS https://t.co/z7ETK4P1hB https://t.co/OMrykzlvzG
47,CBSNews,CBS News,2017-12-02 22:36:28+00:00,0.0,0.823,0.177,-0.4215,"A timeline of Michael Flynn's contacts with Russia, his ouster and guilty plea: https://t.co/G7lRyNzdSj https://t.co/FufJjs7uOz"
46,CBSNews,CBS News,2017-12-02 22:55:01+00:00,0.138,0.769,0.092,0.2263,A special education teacher's assistant has been charged with kicking a 16-year-old nonverbal student who was in a… https://t.co/42cJqSzWVK
45,CBSNews,CBS News,2017-12-02 23:00:02+00:00,0.0,0.8,0.2,-0.4588,"JUST IN: ABC News suspends chief investigative correspondent Brian Ross for 4 weeks over ""serious error"" in Trump-F… https://t.co/kuQvM0w0d6"
44,CBSNews,CBS News,2017-12-02 23:08:34+00:00,0.119,0.881,0.0,0.4019,"@CBSNews MORE: ABC News says ""the reporting conveyed by Brian Ross during the special report had not been fully vet… https://t.co/iZFqILuKIo"
43,CBSNews,CBS News,2017-12-02 23:20:01+00:00,0.0,0.891,0.109,-0.296,"A judge in Minnesota refused to judge a book by its cover and instead, judged by what he saw inside:… https://t.co/E3t4CL3WKw"
42,CBSNews,CBS News,2017-12-02 23:24:09+00:00,0.074,0.747,0.178,-0.4222,ABC News' Brian Ross suspended four weeks without pay for botched Flynn report https://t.co/xrONSLDczf https://t.co/LkjyaucKmK
41,CBSNews,CBS News,2017-12-02 23:36:04+00:00,0.0,0.774,0.226,-0.5859,"Brock Turner, ex-Stanford swimmer convicted of sexual assault, wants case thrown out https://t.co/A6ZJZeGxdd https://t.co/M1lXoUcgNV"
40,CBSNews,CBS News,2017-12-02 23:40:02+00:00,0.071,0.929,0.0,0.0772,Feds want to seize Martin Shkreli's Wu-Tang Clan album; the former pharmaceutical executive reportedly paid $2 mill… https://t.co/3x29YqLLev
39,CBSNews,CBS News,2017-12-03 00:03:04+00:00,0.0,0.696,0.304,-0.5423,Hunter kills ginormous 600-pound bear in Pennsylvania https://t.co/YuGSvUzc1j https://t.co/4T2Q4cS8Ch
38,CBSNews,CBS News,2017-12-03 00:10:04+00:00,0.0,0.761,0.239,-0.6597,"Driver slams truck into toll booth on San Francisco's Bay Bridge, killing attendant https://t.co/O4BUo4oyWe https://t.co/f9MCGQs6ru"
37,CBSNews,CBS News,2017-12-03 00:18:07+00:00,0.0,0.455,0.545,-0.8625,"Mariah Woods, missing 3-year-old, believed dead; mother's boyfriend arrested https://t.co/wnQ4RPlRZE https://t.co/ntxtxAblJa"
36,CBSNews,CBS News,2017-12-03 00:28:05+00:00,0.0,0.476,0.524,-0.8689,Suicide bombing at Nigeria market leaves 13 dead https://t.co/lEMx34x9Ld https://t.co/ZFlR1W6zSm
35,CBSNews,CBS News,2017-12-03 00:33:06+00:00,0.0,1.0,0.0,0.0,How 4 different households will fare under the tax bill the Senate passed https://t.co/Uwnj0Knvon https://t.co/Z1UfMEjD9o
34,CBSNews,CBS News,2017-12-03 00:48:05+00:00,0.0,1.0,0.0,0.0,"Mattress startup Casper sued for ""wiretapping"" website visitors https://t.co/vemN82TBZb https://t.co/56i1oOAzCk"
33,CBSNews,CBS News,2017-12-03 01:00:11+00:00,0.0,0.822,0.178,-0.3818,Trump lawyer wrote tweet implying Trump knew Flynn lied to FBI https://t.co/H915CUJlGj https://t.co/H2GOF5F4Ww
32,CBSNews,CBS News,2017-12-03 01:03:06+00:00,0.289,0.547,0.164,0.3818,"Ed Sheeran and Beyoncé drop ""Perfect Duet"" https://t.co/cgSgHRdZ4s https://t.co/MNmB0o4urk"
31,CBSNews,CBS News,2017-12-03 01:10:05+00:00,0.0,1.0,0.0,0.0,Some New Yorkers warily eye artwork display of Guantanamo detainees https://t.co/XuLG81rrqV https://t.co/BpdQBD3xuX
30,CBSNews,CBS News,2017-12-03 01:16:05+00:00,0.0,0.728,0.272,-0.6249,Christmas tree shortage's roots go back to 2008 financial crisis https://t.co/MFDqXtbw4b https://t.co/udSqcng9Ig
29,CBSNews,CBS News,2017-12-03 01:18:08+00:00,0.0,0.885,0.115,-0.296,"Missing Florida teenager, who police said was traveling north with a 27-year-old high school soccer coach, has been… https://t.co/rU78Cv76GL"
28,CBSNews,CBS News,2017-12-03 01:33:05+00:00,0.143,0.857,0.0,0.3612,"Jesse Ventura and estate of ""American Sniper"" author Chris Kyle agree to dismiss case https://t.co/PsE0JBMogD https://t.co/SgKfxWhb5l"
27,CBSNews,CBS News,2017-12-03 02:03:04+00:00,0.0,0.618,0.382,-0.7783,"Cops: 7-year-old girl finds mom stabbed to death, tells school counselor https://t.co/c6uoQpnAqc https://t.co/HHTLCKFXfO"
26,CBSNews,CBS News,2017-12-03 02:10:06+00:00,0.0,0.82,0.18,-0.296,Authorities believe they found body of missing 3-year-old girl https://t.co/bjQmtLIZEq https://t.co/6DbQAUuQns
25,CBSNews,CBS News,2017-12-03 02:22:06+00:00,0.0,1.0,0.0,0.0,Tax reform bill: What's in the final version passed by the Senate? https://t.co/S2MxD74EPz https://t.co/kLFbf00qx2
24,CBSNews,CBS News,2017-12-03 02:33:06+00:00,0.0,1.0,0.0,0.0,First baby born from a uterus transplant in the U.S. delivered in Texas https://t.co/xSr9B9ePPi https://t.co/6UJqectyqE
23,CBSNews,CBS News,2017-12-03 02:48:05+00:00,0.0,1.0,0.0,0.0,"Family of Florida runaway says they ""wonder"" if teen was leading secret life https://t.co/wDO6LG0Eq6 https://t.co/vJekbGlrwn"
22,CBSNews,CBS News,2017-12-03 03:03:05+00:00,0.0,1.0,0.0,0.0,Aspiring NYC model found slain in Jamaica https://t.co/iii4clU0wT https://t.co/wO11iijyrQ
21,CBSNews,CBS News,2017-12-03 03:10:06+00:00,0.0,0.833,0.167,-0.25,Thousands protest in Utah against Trump's monument reduction plan https://t.co/xRrC8sonTA https://t.co/Qfp2IzNXSR
20,CBSNews,CBS News,2017-12-02 23:40:02+00:00,0.071,0.929,0.0,0.0772,Feds want to seize Martin Shkreli's Wu-Tang Clan album; the former pharmaceutical executive reportedly paid $2 mill… https://t.co/3x29YqLLev
19,CBSNews,CBS News,2017-12-03 00:03:04+00:00,0.0,0.696,0.304,-0.5423,Hunter kills ginormous 600-pound bear in Pennsylvania https://t.co/YuGSvUzc1j https://t.co/4T2Q4cS8Ch
18,CBSNews,CBS News,2017-12-03 00:10:04+00:00,0.0,0.761,0.239,-0.6597,"Driver slams truck into toll booth on San Francisco's Bay Bridge, killing attendant https://t.co/O4BUo4oyWe https://t.co/f9MCGQs6ru"
17,CBSNews,CBS News,2017-12-03 00:18:07+00:00,0.0,0.455,0.545,-0.8625,"Mariah Woods, missing 3-year-old, believed dead; mother's boyfriend arrested https://t.co/wnQ4RPlRZE https://t.co/ntxtxAblJa"
16,CBSNews,CBS News,2017-12-03 00:28:05+00:00,0.0,0.476,0.524,-0.8689,Suicide bombing at Nigeria market leaves 13 dead https://t.co/lEMx34x9Ld https://t.co/ZFlR1W6zSm
15,CBSNews,CBS News,2017-12-03 00:33:06+00:00,0.0,1.0,0.0,0.0,How 4 different households will fare under the tax bill the Senate passed https://t.co/Uwnj0Knvon https://t.co/Z1UfMEjD9o
14,CBSNews,CBS News,2017-12-03 00:48:05+00:00,0.0,1.0,0.0,0.0,"Mattress startup Casper sued for ""wiretapping"" website visitors https://t.co/vemN82TBZb https://t.co/56i1oOAzCk"
13,CBSNews,CBS News,2017-12-03 01:00:11+00:00,0.0,0.822,0.178,-0.3818,Trump lawyer wrote tweet implying Trump knew Flynn lied to FBI https://t.co/H915CUJlGj https://t.co/H2GOF5F4Ww
12,CBSNews,CBS News,2017-12-03 01:03:06+00:00,0.289,0.547,0.164,0.3818,"Ed Sheeran and Beyoncé drop ""Perfect Duet"" https://t.co/cgSgHRdZ4s https://t.co/MNmB0o4urk"
11,CBSNews,CBS News,2017-12-03 01:10:05+00:00,0.0,1.0,0.0,0.0,Some New Yorkers warily eye artwork display of Guantanamo detainees https://t.co/XuLG81rrqV https://t.co/BpdQBD3xuX
10,CBSNews,CBS News,2017-12-03 01:16:05+00:00,0.0,0.728,0.272,-0.6249,Christmas tree shortage's roots go back to 2008 financial crisis https://t.co/MFDqXtbw4b https://t.co/udSqcng9Ig
9,CBSNews,CBS News,2017-12-03 01:18:08+00:00,0.0,0.885,0.115,-0.296,"Missing Florida teenager, who police said was traveling north with a 27-year-old high school soccer coach, has been… https://t.co/rU78Cv76GL"
8,CBSNews,CBS News,2017-12-03 01:33:05+00:00,0.143,0.857,0.0,0.3612,"Jesse Ventura and estate of ""American Sniper"" author Chris Kyle agree to dismiss case https://t.co/PsE0JBMogD https://t.co/SgKfxWhb5l"
7,CBSNews,CBS News,2017-12-03 02:03:04+00:00,0.0,0.618,0.382,-0.7783,"Cops: 7-year-old girl finds mom stabbed to death, tells school counselor https://t.co/c6uoQpnAqc https://t.co/HHTLCKFXfO"
6,CBSNews,CBS News,2017-12-03 02:10:06+00:00,0.0,0.82,0.18,-0.296,Authorities believe they found body of missing 3-year-old girl https://t.co/bjQmtLIZEq https://t.co/6DbQAUuQns
5,CBSNews,CBS News,2017-12-03 02:22:06+00:00,0.0,1.0,0.0,0.0,Tax reform bill: What's in the final version passed by the Senate? https://t.co/S2MxD74EPz https://t.co/kLFbf00qx2
4,CBSNews,CBS News,2017-12-03 02:33:06+00:00,0.0,1.0,0.0,0.0,First baby born from a uterus transplant in the U.S. delivered in Texas https://t.co/xSr9B9ePPi https://t.co/6UJqectyqE
3,CBSNews,CBS News,2017-12-03 02:48:05+00:00,0.0,1.0,0.0,0.0,"Family of Florida runaway says they ""wonder"" if teen was leading secret life https://t.co/wDO6LG0Eq6 https://t.co/vJekbGlrwn"
2,CBSNews,CBS News,2017-12-03 03:03:05+00:00,0.0,1.0,0.0,0.0,Aspiring NYC model found slain in Jamaica https://t.co/iii4clU0wT https://t.co/wO11iijyrQ
1,CBSNews,CBS News,2017-12-03 03:10:06+00:00,0.0,0.833,0.167,-0.25,Thousands protest in Utah against Trump's monument reduction plan https://t.co/xRrC8sonTA https://t.co/Qfp2IzNXSR
100,CNN,CNN,2017-12-02 04:00:07+00:00,0.225,0.775,0.0,0.4939,A man's tattoo left doctors debating whether to save his life https://t.co/8UnIwsGEBg https://t.co/LgYelybHGA
99,CNN,CNN,2017-12-02 04:30:07+00:00,0.0,1.0,0.0,0.0,"Jared Kushner is the very senior Trump team member who told Michael Flynn to contact the Russian ambassador, source… https://t.co/csarkGg1s3"
98,CNN,CNN,2017-12-02 05:02:41+00:00,0.0,1.0,0.0,0.0,Meltwater from Greenland is the biggest source of sea level rise in the world -- double that of Antarctica. See how… https://t.co/vMStdSVXkR
97,CNN,CNN,2017-12-02 05:20:17+00:00,0.0,1.0,0.0,0.0,Votes on amendments are underway with Senate Republicans set to pass a massive tax overhaul. The bill includes hand… https://t.co/nFBbwMuFTa
96,CNN,CNN,2017-12-02 05:30:06+00:00,0.0,1.0,0.0,0.0,Arby's is buying Buffalo Wild Wings for $2.9 billion https://t.co/ZRKFZ5YX0m https://t.co/NEluzZOZGB
95,CNN,CNN,2017-12-02 06:00:18+00:00,0.114,0.762,0.124,-0.0516,"Former Secretary of State Madeleine Albright believes the US is facing a ""national security emergency"" because of t… https://t.co/euFlPDWFDp"
94,CNN,CNN,2017-12-02 06:30:14+00:00,0.0,0.928,0.072,-0.1027,President Trump has questioned the authenticity of the infamous “Access Hollywood” tape in which he bragged about b… https://t.co/noBeChbfF0
93,CNN,CNN,2017-12-02 07:02:24+00:00,0.0,0.826,0.174,-0.6369,This video shows a man's final moments before he was fatally shot outside his home in Nashville. His son released t… https://t.co/w0q8PL0fOU
92,CNN,CNN,2017-12-02 07:09:54+00:00,0.0,1.0,0.0,0.0,Senate passes its GOP tax reform bill with 51 votes after a day full of lawmakers making changes to bring enough me… https://t.co/IChv44Xy0d
91,CNN,CNN,2017-12-02 07:30:06+00:00,0.105,0.795,0.1,0.0258,"The guy who took down President Trump's Twitter account says it was ""a mistake"" and that he actually admires Trump'… https://t.co/Wz9f2qUdGg"
90,CNN,CNN,2017-12-02 08:00:15+00:00,0.0,1.0,0.0,0.0,The one and only visible supermoon of 2017 will be observable to the entire world on December 3. Here's how to see… https://t.co/1uxaRBVGaP
89,CNN,CNN,2017-12-02 08:29:07+00:00,0.251,0.749,0.0,0.6908,"Meet the 11-year-old who created a cheap device to test drinking water for lead, and won a $25,000 science prize… https://t.co/Tfzvuyk9J4"
88,CNN,CNN,2017-12-02 09:00:27+00:00,0.0,0.921,0.079,-0.2023,"You won't find studies in humans that prove chicken soup can fight a cold, but there's enough evidence to make it w… https://t.co/liCtPng8mA"
87,CNN,CNN,2017-12-02 09:30:15+00:00,0.225,0.539,0.235,-0.296,"The United Nations urges Libya to take ""urgent action"" over human slavery https://t.co/knx2rdt8SW https://t.co/aNoibaIeTq"
86,CNN,CNN,2017-12-02 10:00:21+00:00,0.0,0.872,0.128,-0.3612,A Kremlin-linked troll is once again demonstrating how difficult it is for Twitter to police its own platform… https://t.co/6KrUAw3he9
85,CNN,CNN,2017-12-02 10:30:21+00:00,0.0,1.0,0.0,0.0,This is how the tax bill would affect your household finances https://t.co/uzCyZCPSdF https://t.co/3bq0EzDh37
84,CNN,CNN,2017-12-02 11:01:08+00:00,0.0,1.0,0.0,0.0,"In Greenland, evidence of climate change is written in ice and stone https://t.co/rm0MjDsh2z https://t.co/zhs2wuObi3"
83,CNN,CNN,2017-12-02 11:30:36+00:00,0.0,1.0,0.0,0.0,Meltwater from Greenland is the biggest source of sea level rise in the world -- double that of Antarctica. See how… https://t.co/sUxboTGGS4
82,CNN,CNN,2017-12-02 12:00:37+00:00,0.294,0.706,0.0,0.7574,Join hosts @andersoncooper &amp; @KellyRipa in just a few weeks to honor all this year's Top 10 #CNNHeroes! Vote now at… https://t.co/WLhv3nvbW7
81,CNN,CNN,2017-12-02 12:30:21+00:00,0.0,0.854,0.146,-0.4404,"""Fat Leonard,"" the biggest corruption scandal in US Navy history, has tarnished the career of another admiral… https://t.co/oL4bLB8gYS"
80,CNN,CNN,2017-12-02 13:00:22+00:00,0.0,1.0,0.0,0.0,"Matt Lauer ""will not be paid past his last day of work,"" a senior NBC source says https://t.co/E0VcSNSUHS https://t.co/0LUMeTndUJ"
79,CNN,CNN,2017-12-02 13:29:03+00:00,0.0,0.773,0.227,-0.6478,CNN journalists have risked their lives in the most dangerous places around the world so you know the truth… https://t.co/R3F9YGHl5J
78,CNN,CNN,2017-12-02 13:40:08+00:00,0.0,0.743,0.257,-0.7845,Shocking postmortem incisions on her son's body after he was fatally shot by police led this Chicago mom to ask CNN… https://t.co/vWxNddGLg5
77,CNN,CNN,2017-12-02 14:00:18+00:00,0.179,0.821,0.0,0.5423,"Former 49ers quarterback Colin Kaepernick has been named the recipient of Sports Illustrated's legacy award, which… https://t.co/JpgasveNTw"
76,CNN,CNN,2017-12-02 14:10:16+00:00,0.0,0.838,0.162,-0.4404,"Former federal prosecutor John Brownlee: Michael Flynn's credibility as a witness ""has been significantly damaged b… https://t.co/JjnEQpJivK"
75,CNN,CNN,2017-12-02 14:30:51+00:00,0.0,1.0,0.0,0.0,"This is one of thousands of giant sinkholes in Greenland, where water is draining through the ice sheet into the oc… https://t.co/b1eVkIol9S"
74,CNN,CNN,2017-12-02 14:38:05+00:00,0.115,0.885,0.0,0.3818,"Economist Arthur Laffer: The CBO is ""wrong,"" the Senate tax bill ""will spur economic growth"" and will not add $1.4… https://t.co/mujQyHl6CF"
73,CNN,CNN,2017-12-02 14:45:04+00:00,0.0,1.0,0.0,0.0,The first time these mothers see their sons' bodies up close after officer-involved shootings isn't in a hospital o… https://t.co/iZyjU9nOhM
72,CNN,CNN,2017-12-02 14:55:33+00:00,0.278,0.722,0.0,0.8074,"RT @CNNPolitics: President Trump praises the passage of the Senate tax bill and looks ahead to conference committee: ""Something beautiful i…"
71,CNN,CNN,2017-12-02 15:00:30+00:00,0.0,1.0,0.0,0.0,The world's biggest lithium ion battery has started delivering power in Australia. It uses wind and can power as ma… https://t.co/B0TlpqgQvg
70,CNN,CNN,2017-12-02 15:27:52+00:00,0.0,1.0,0.0,0.0,Why Calfornia is wincing over Trump-backed health plan associations https://t.co/8EYi4mVpSD https://t.co/94GliD75N4
69,CNN,CNN,2017-12-02 15:45:09+00:00,0.304,0.696,0.0,0.7906,Stakeholders line up on both sides of the religious liberty case in the US Supreme Court https://t.co/BDbzDhcOjM https://t.co/KErgcIqKgX
68,CNN,CNN,2017-12-02 16:00:22+00:00,0.0,0.617,0.383,-0.8519,"After a fatal police shooting, this mom is haunted by shocking incisions all over her son's body #BeneathTheSkin… https://t.co/KqNBJvffuK"
67,CNN,CNN,2017-12-02 16:15:05+00:00,0.172,0.828,0.0,0.4404,"Florida teen found safe in New York with 27-year-old soccer coach, sheriff says https://t.co/Rhp75OeEAu https://t.co/FrVnENyrcP"
66,CNN,CNN,2017-12-02 16:30:13+00:00,0.0,0.839,0.161,-0.3597,President Trump on Michael Flynn deal: 'There has been absolutely no collusion' https://t.co/FUx4Cf0vCF https://t.co/pIIlu7lNeA
65,CNN,CNN,2017-12-02 16:45:07+00:00,0.0,0.776,0.224,-0.3818,US senators gear up for fight over Dodd-Frank rollback https://t.co/MFk3iYSgam
64,CNN,CNN,2017-12-02 17:00:06+00:00,0.0,0.931,0.069,-0.1027,CNN’s David Axelrod sits down with Academy Award-winning actor Tom Hanks. The Axe Files with David Axelrod airs Sat… https://t.co/MnzDtDM3qC
63,CNN,CNN,2017-12-02 17:15:06+00:00,0.0,1.0,0.0,0.0,Poll: Democrat Doug Jones closes gap with Republican Roy Moore in race for Alabama Senate seat… https://t.co/VWmS50Si2J
62,CNN,CNN,2017-12-02 17:30:04+00:00,0.158,0.842,0.0,0.128,Canada could make billions from legal pot https://t.co/aMizY9t0FC https://t.co/S1BlrQDxl6
61,CNN,CNN,2017-12-02 17:45:05+00:00,0.0,1.0,0.0,0.0,Republicans just bet the entire 2018 election on an unpopular tax plan | Analysis by Chris Cillizza… https://t.co/ek3cu1JEAW
60,CNN,CNN,2017-12-02 18:00:04+00:00,0.0,0.769,0.231,-0.5994,North Korea's Foreign Ministry says President Trump is 'begging for nuclear war' https://t.co/Hona6lE9QZ https://t.co/Sf31LRzB4x
59,CNN,CNN,2017-12-02 18:15:03+00:00,0.0,1.0,0.0,0.0,This is how senators voted on the tax bill https://t.co/OixXyYsj2h https://t.co/zI3R6qmjjc
58,CNN,CNN,2017-12-02 18:30:02+00:00,0.153,0.847,0.0,0.4019,"With latest plea deal, Special Counsel Robert Mueller's investigation is closing in on President Trump… https://t.co/KpHFc8hXfe"
57,CNN,CNN,2017-12-02 18:45:09+00:00,0.0,0.763,0.237,-0.4215,Two Russian lawmakers dismiss Michael Flynn's guilty plea https://t.co/x1hZJ2yt53 https://t.co/NFKqWYFH7n
56,CNN,CNN,2017-12-02 19:00:13+00:00,0.219,0.592,0.189,0.128,Sam Bird wins chaotic Formula E season opener in Hong Kong https://t.co/W9v21mTO1I https://t.co/RwwOYeoylY
55,CNN,CNN,2017-12-02 19:15:10+00:00,0.0,0.872,0.128,-0.2263,State Deptment told to plan for potential protests after Jerusalem embassy announcement https://t.co/qUbIiI6mVZ https://t.co/oFwF0aXhRU
54,CNN,CNN,2017-12-02 19:30:05+00:00,0.0,0.833,0.167,-0.34,Police have taken down a man who opened fire at a California hospital https://t.co/nxqamcZRvs https://t.co/8K1Hiuj5CV
53,CNN,CNN,2017-12-02 19:45:12+00:00,0.0,1.0,0.0,0.0,Longtime Michigan congressman announces retirement https://t.co/pykQkbTkfL https://t.co/Uri5suh0wW
52,CNN,CNN,2017-12-02 20:00:55+00:00,0.0,0.807,0.193,-0.5106,Tom Hanks tells CNN's David Axelrod that President Trump's attacks on the press are concerning. The Axe Files with… https://t.co/JYZXNkCBEw
51,CNN,CNN,2017-12-02 20:15:04+00:00,0.0,0.774,0.226,-0.5859,Former Stanford University swimmer convicted of sexual assault asks for new trial https://t.co/GnF6laqQbU https://t.co/IHWiiEjmvY
50,CNN,CNN,2017-12-02 20:30:38+00:00,0.0,0.861,0.139,-0.4404,"RT @CNNnewsroom: Ex-Ethics Dir. Walter Shaub reacts to Trump's latest tweet: ""The President has just damaged his credibility significantly,…"
49,CNN,CNN,2017-12-02 20:45:51+00:00,0.234,0.42,0.346,-0.6369,Top defense attorney Mark O'Mara says it's 'horribly improper' for politicians to attack the criminal justice syste… https://t.co/XWmYR50i2X
48,CNN,CNN,2017-12-02 21:00:10+00:00,0.0,1.0,0.0,0.0,Golf writer Michael Corcoran says then-citizen Donald Trump made a 'p-word' comment in 2000 https://t.co/9piT65pziY https://t.co/hR3WkX4oFr
47,CNN,CNN,2017-12-02 21:15:16+00:00,0.102,0.898,0.0,0.1779,Turkey targets assets of US witness who says Turkish President Recep Tayyip Erdogan is corrupt… https://t.co/iN10Hipdk2
46,CNN,CNN,2017-12-02 21:30:14+00:00,0.0,0.484,0.516,-0.8625,Mom's boyfriend arrested as authorities say missing 3-year-old assumed dead https://t.co/NlfceoPn0I https://t.co/8pTDH4wf6B
45,CNN,CNN,2017-12-02 21:45:05+00:00,0.0,0.651,0.349,-0.7096,Democratic campaign arm calls on congressman to resign following harassment allegation https://t.co/7nBfnQeoop https://t.co/xALSYCZvqF
44,CNN,CNN,2017-12-02 22:00:05+00:00,0.0,0.833,0.167,-0.4215,US official says North Korea's new intercontinental ballistic missile likely broke up upon re-entry… https://t.co/tu4dwWDlcf
43,CNN,CNN,2017-12-02 22:15:07+00:00,0.184,0.816,0.0,0.4019,FBI agent removed from special counsel Robert Mueller's investigation over anti-Trump messages… https://t.co/7wAYCs0IeW
42,CNN,CNN,2017-12-02 22:30:06+00:00,0.0,1.0,0.0,0.0,How all but one Republican senator found a way to pass tax reform https://t.co/SMQWjO1xrk https://t.co/WO4xymJq7v
